AOI,Country,Region,Site Name,City,Description,Method,EO Sensor,Input Data,Indicator code,Time,Measurement Value,Reference Description,Reference time,Reference value,Rule,Indicator Value,Sub-AOI,Y axis,Indicator Name,Color code,Data Provider,AOI_ID,Update Frequency
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-04-11T03:51:29,0.15238177,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-04-20T03:45:14,0.099559453,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-04-27T03:50:58,-0.19421863600000003,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-04-27T03:51:22,-0.189993248,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-05-06T03:45:05,0.02104397,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-05-13T03:50:52,0.191995599,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-05-13T03:51:16,0.183508365,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-05-22T03:45:07,0.47969879299999996,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-05-29T03:50:55,0.691682743,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-05-29T03:51:19,0.712508383,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-06-14T03:51:30,0.69778981,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-06-30T03:51:38,0.883488823,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-07-16T03:51:44,0.862135942,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-08-01T03:51:48,0.823254385,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-08-17T03:51:53,,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-09-02T03:52:01,0.5835514079999999,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-09-18T03:52:07,0.34096993299999995,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-10-04T03:52:11,0.202304918,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06557",US,Calfornia,Glenn,Glenn,Planting Activity,,LANDSAT 8,LANDSAT-8-TRUE-COLOUR,E10c,2020-10-20T03:52:12,-0.054486424000000006,,,,,NDVI at point,,NDVI,NDVI (Landsat 8) - time series at specific point (N 39.48284 W122.06556),Blue,USGS,US09,Bi-weekly (16-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2015-10-22T04:12:16,0.12360195,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2015-10-22T04:12:16,0.12360195,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2015-11-18T03:56:44,0.051724137999999996,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2015-11-18T03:56:44,0.051724137999999996,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2015-12-11T04:08:03,0.058358060999999996,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2015-12-11T04:08:03,0.058358060999999996,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2015-12-28T04:05:14,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2015-12-28T04:05:14,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-01-10T04:14:35,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-01-10T04:14:35,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-01-27T04:05:08,-0.077018634,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-01-27T04:05:08,-0.077018634,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-02-09T04:06:05,-0.009708738,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-02-09T04:06:05,-0.009708738,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-03-10T04:08:57,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-03-10T04:08:57,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-03-27T03:57:04,0.14635678400000002,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-03-27T03:57:04,0.14635678400000002,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-04-09T04:07:12,0.072150575,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-04-09T04:07:12,0.072150575,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-05-09T04:12:42,-0.067600989,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-05-09T04:12:42,-0.067600989,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-05-16T03:53:43,0.017721518999999998,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-05-16T03:53:43,0.017721518999999998,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-05-29T04:04:38,0.34386216799999997,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-05-29T04:04:38,0.34386216799999997,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-06-05T03:54:00,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-06-05T03:54:00,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-06-18T04:12:06,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-06-18T04:12:06,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-06-25T04:02:10,0.8063872259999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-06-25T04:02:10,0.8063872259999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-07-08T04:09:18,0.859375,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-07-15T04:01:30,0.844375278,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-07-28T04:13:28,0.8210709620000001,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-08-04T04:01:33,0.8108967559999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-08-17T04:09:39,0.731487309,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-08-24T03:57:15,0.677380474,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-08-24T03:57:15,0.677380474,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-09-06T04:13:23,0.637836405,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-09-06T04:13:23,0.598292336,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-09-13T04:01:01,0.508435447,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-09-13T04:01:01,0.508435447,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-09-26T04:06:12,0.340807175,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-09-26T04:06:12,0.340807175,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-10-03T04:02:33,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-10-03T04:02:32,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-10-16T04:09:28,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-10-16T04:09:28,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-10-23T03:54:48,-0.16025641,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-10-23T03:54:48,-0.16025641,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-11-05T04:05:49,-0.249122807,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-11-05T04:05:49,-0.249122807,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-11-12T03:57:23,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-11-12T03:57:23,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-11-15T04:06:40,-0.21405049399999998,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-11-15T04:06:40,-0.21405049399999998,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-11-22T04:02:56,-0.266924565,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-11-22T04:02:56,-0.266924565,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-11-25T04:07:21,-0.10027855199999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-11-25T04:07:21,-0.10027855199999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-12-02T04:01:36,-0.21716287199999998,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-12-02T04:01:36,-0.21716287199999998,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-12-15T04:08:04,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-12-22T03:58:03,-0.245528455,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2016-12-25T04:08:07,-0.261106781,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2017-01-01T04:01:05,-0.23119266100000002,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2017-01-04T04:09:49,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
