AOI,Country,Region,Site Name,City,Description,Method,EO Sensor,Input Data,Indicator code,Time,Measurement Value,Reference Description,Reference time,Reference value,Rule,Indicator Value,Sub-AOI,Y axis,Indicator Name,Color code,Data Provider,AOI_ID,Update Frequency
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-03-22T10:30:00,0.250285,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-03-30T10:30:00,0.23966590000000002,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-04-07T10:30:00,0.25309960000000004,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-04-15T10:30:00,0.2527312,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-04-23T10:30:00,0.2499811,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-05-01T10:30:00,0.2072828,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-05-09T10:30:00,0.16489070000000003,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-05-17T10:30:00,0.1322761,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-05-25T10:30:00,0.202665,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-06-02T10:30:00,0.30428590000000005,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-06-10T10:30:00,0.4545369000000001,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-06-18T10:30:00,0.5965689000000001,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-06-26T10:30:00,0.7180825,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-07-04T10:30:00,0.7911437,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-07-12T10:30:00,0.8261359,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-07-20T10:30:00,0.8443864,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2018-07-28T10:30:00,0.8522347,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-03-06T10:30:00,0.1951497,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-03-14T10:30:00,0.2554994,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-03-22T10:30:00,0.2762898,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-03-30T10:30:00,0.29078190000000004,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-04-07T10:30:00,0.315892,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-04-15T10:30:00,0.279366,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-04-23T10:30:00,0.239118,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-05-01T10:30:00,0.1954052,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-05-09T10:30:00,0.2000828,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-05-17T10:30:00,0.16275420000000002,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-05-25T10:30:00,0.1864635,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-06-02T10:30:00,0.32125640000000005,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-06-10T10:30:00,0.38820390000000005,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-06-18T10:30:00,0.521766,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-06-26T10:30:00,0.6932661999999999,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-07-04T10:30:00,0.7653893,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-07-12T10:30:00,0.8180373000000001,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-07-20T10:30:00,0.8408365,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2019-07-28T10:30:00,0.8582636999999999,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-03-05T10:30:00,0.27071,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-03-13T10:30:00,0.26533179999999995,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-03-21T10:30:00,0.2456763,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-03-29T10:30:00,0.2372042,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-04-06T10:30:00,0.2309215,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-04-14T10:30:00,0.2235448,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-04-22T10:30:00,0.2046765,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-04-30T10:30:00,0.1266445,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-05-08T10:30:00,0.1345489,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-05-16T10:30:00,0.1617692,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-05-24T10:30:00,0.25232899999999997,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-06-01T10:30:00,0.37582909999999997,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-06-09T10:30:00,0.5253418000000001,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-06-17T10:30:00,0.6892361,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-06-25T10:30:00,0.721986183,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-07-03T10:30:00,0.785199118,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-07-11T10:30:00,0.7939787140000001,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-07-19T10:30:00,0.7987259809999999,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-07-27T10:30:00,0.796165536,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-08-04T10:30:00,0.782485785,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-08-12T10:30:00,0.760357066,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-08-20T10:30:00,0.745263635,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-08-28T10:30:00,0.7259273470000001,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-09-05T10:30:00,0.6966119820000001,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-09-13T10:30:00,0.623349971,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-09-21T10:30:00,0.593564436,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-09-29T10:30:00,0.417251773,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
"39.586,-122.4",US,California,Glenn,Glenn (GCOM-C),Planting Activity,,GCOM-C SGLI,SGLI L2 Reflectance 8-day composited,E10c,2020-10-07T10:30:00,0.38716218399999996,,,,NDVI Average in Rice Planted Area,Normal,"POLYGON((-120.8 38, -120.8 40, -122.8 40, -122.8 38, -120.8 38))",NDVI,NDVI (GCOM-C SGLI) Average for Rice Planted Area,Blue,JAXA,US05,Weekly(8-day)
