AOI,Country,Region,City,Site Name,Description,Method,EO Sensor,Input Data,Indicator code,Time,Measurement Value,Reference Description,Reference time,Reference value,Rule,Indicator Value,Sub-AOI,Y axis,Indicator Name,Color code,Data Provider,AOI_ID,Update Frequency
"52.131413,13.090632",DE,Brandenburg,Brandenburg,Brandenburg,Productive area,Time series classification of land use,Sentinel-2,S2L2A,E10a1,2020-02-28,1506.078,Area size in 2019,2019-02-28,1005.608,Indicator value =100* (measurement value - reference value)/reference value;  Indicator Value = 0 outputs No Change; Indicator Value  < 0 outputs reduction of area; Indicator Value  > 0 outputs increase of area,0.50,"MULTIPOLYGON (((14.16332 51.54104,14.1415 51.54367,14.13013 51.53302,14.13887 51.52365,14.10685 51.52064,14.09455 51.49811,14.07582 51.49189,14.08677 51.47869,14.07186 51.47224,14.03401 51.47571,14.06167 51.44564,14.03826 51.43485,14.04459 51.41875,14.01645 51.40485,14.02715 51.39649,14.00409 51.3953,14.0007 51.3726,13.97125 51.37603,13.97209 51.3929,13.95241 51.39616,13.88368 51.37521,13.83617 51.38327,13.81943 51.36988,13.78253 51.36967,13.7652 51.36071,13.76799 51.36909,13.75802 51.37096,13.73911 51.3612,13.66875 51.3754,13.66078 51.36942,13.59486 51.36979,13.58986 51.38423,13.56996 51.38567,13.54504 51.36948,13.53777 51.38105,13.52312 51.38103,13.52122 51.40206,13.46328 51.41175,13.46851 51.42173,13.44696 51.42876,13.42324 51.4224,13.4268 51.43197,13.40089 51.45281,13.37627 51.43651,13.38095 51.42592,13.35802 51.4332,13.33795 51.42916,13.33335 51.43744,13.32032 51.4375,13.32728 51.42667,13.28688 51.41091,13.28539 51.39965,13.26035 51.39977,13.26807 51.38533,13.21679 51.39559,13.20327 51.42906,13.19261 51.43525,13.18462 51.42447,13.17509 51.43202,13.20225 51.4498,13.18357 51.47053,13.1823 51.49196,13.20033 51.49163,13.20746 51.52356,13.18471 51.55768,13.16083 51.55897,13.14165 51.57069,13.16074 51.59217,13.15496 51.6002,13.14428 51.59856,13.12038 51.61843,13.08655 51.60841,13.05103 51.64768,13.14976 51.68495,13.16014 51.69094,13.15631 51.71068,13.18555 51.7175,13.15609 51.7429,13.16329 51.75494,13.14878 51.7676,13.16955 51.78613,13.15905 51.7888,13.16202 51.80334,13.12382 51.85636,13.15091 51.85961,13.1496 51.87153,13.11988 51.88243,13.07943 51.868,13.03879 51.87137,13.02954 51.8799,13.04787 51.89246,13.04518 51.89991,12.97336 51.90153,12.97607 51.91913,12.95722 51.92281,12.95893 51.93483,12.92067 51.93927,12.89042 51.92838,12.88817 51.93477,12.85273 51.93501,12.84333 51.96733,12.77602 51.96512,12.77626 51.97609,12.75254 51.98703,12.68262 52.00331,12.67089 52.01224,12.65486 52.01218,12.64391 51.99468,12.61613 51.99186,12.61416 51.98254,12.60302 51.98109,12.53939 51.98489,12.53395 52.00323,12.49761 52.00977,12.4788 52.03352,12.46153 52.03446,12.44995 52.01694,12.42647 52.02009,12.38976 52.04302,12.35815 52.04778,12.31795 52.09061,12.27672 52.10402,12.26466 52.13085,12.24263 52.14146,12.23311 52.16263,12.21734 52.17016,12.22822 52.18512,12.24696 52.18402,12.24808 52.21037,12.2958 52.22639,12.26421 52.23427,12.27397 52.23701,12.26922 52.24195,12.24551 52.24964,12.26374 52.29584,12.30717 52.34403,12.28495 52.36502,12.30561 52.37849,12.29232 52.38582,12.29971 52.40824,12.27476 52.4138,12.29592 52.42447,12.29038 52.4299,12.32829 52.47682,12.30957 52.4799,12.32847 52.49562,12.27309 52.48804,12.25707 52.51711,12.23752 52.52287,12.22052 52.5012,12.18541 52.49719,12.16818 52.51516,12.18751 52.53242,12.17258 52.53829,12.14382 52.53099,12.15922 52.56062,12.17994 52.57473,12.17189 52.62578,12.20192 52.61893,12.23681 52.62987,12.23226 52.68874,12.22279 52.68896,12.20855 52.71788,12.19831 52.71845,12.22152 52.73964,12.20703 52.75995,12.22186 52.78914,12.24259 52.78758,12.25418 52.80748,12.23087 52.85917,12.19342 52.8757,12.1292 52.85607,12.12458 52.89299,12.11137 52.87613,12.02358 52.8898,11.98321 52.87675,11.89399 52.89445,11.87254 52.90859,11.83726 52.90974,11.82404 52.91742,11.84776 52.94111,11.84603 52.9516,11.78668 52.96105,11.74403 52.98844,11.69453 52.97802,11.67918 53.00663,11.62886 53.01055,11.63897 53.03865,11.58534 53.03557,11.54405 53.05254,11.50536 53.04881,11.4521 53.0779,11.33887 53.0551,11.27173 53.09868,11.26573 53.12198,11.39302 53.11077,11.39563 53.14,11.42176 53.14095,11.45944 53.14029,11.47396 53.12778,11.50202 53.12206,11.53393 53.12578,11.55478 53.13832,11.55079 53.15085,11.56937 53.16609,11.55251 53.20852,11.58726 53.21522,11.62981 53.24205,11.70023 53.2436,11.73579 53.21809,11.76854 53.22716,11.82763 53.22892,11.79945 53.25417,11.86176 53.2489,11.89326 53.27847,11.94943 53.2721,11.97491 53.29886,11.99605 53.29432,12.0193 53.30047,12.01461 53.33442,12.05611 53.34934,12.0477 53.37011,12.06162 53.37142,12.07755 53.36939,12.08184 53.34749,12.09238 53.34496,12.13342 53.34874,12.13944 53.36142,12.15245 53.3605,12.16903 53.3396,12.18617 53.34354,12.19086 53.35338,12.2291 53.3575,12.25927 53.32452,12.30913 53.32718,12.39307 53.3019,12.39266 53.2847,12.42885 53.274,12.44587 53.25043,12.5295 53.2646,12.60444 53.24471,12.62842 53.25455,12.65564 53.25504,12.67382 53.24903,12.66834 53.23063,12.72405 53.22182,12.75678 53.22401,12.73949 53.1996,12.76369 53.18961,12.84547 53.2011,12.88113 53.18027,12.90687 53.19374,12.92618 53.19513,12.92368 53.18761,12.94013 53.18662,12.93935 53.19439,12.96386 53.19991,12.97846 53.19072,12.94291 53.17422,12.96196 53.17723,12.97892 53.16285,13.00507 53.16749,13.01926 53.18469,13.05561 53.20013,13.07811 53.20102,13.0886 53.21514,13.10455 53.21536,13.10843 53.2387,13.13117 53.23731,13.1507 53.25032,13.17993 53.25015,13.20606 53.22075,13.22928 53.21718,13.25271 53.26231,13.2747 53.2653,13.29844 53.28047,13.33701 53.2736,13.35884 53.27796,13.38701 53.24407,13.40463 53.24787,13.43954 53.29757,13.48198 53.29178,13.50592 53.32056,13.52099 53.32039,13.51765 53.35294,13.52507 53.36481,13.54333 53.36469,13.55625 53.3769,13.55124 53.39919,13.61191 53.41367,13.62582 53.40995,13.63957 53.44606,13.65118 53.44448,13.7159 53.48195,13.74197 53.4853,13.7809 53.47446,13.81251 53.48475,13.8259 53.49798,13.80133 53.49895,13.77835 53.51411,13.78324 53.54969,13.79967 53.5587,13.82285 53.51832,13.87927 53.50414,13.87671 53.47324,13.91821 53.456,13.90289 53.43202,13.91775 53.42228,14.00007 53.43463,14.0456 53.42943,14.05133 53.41337,14.08249 53.41173,14.12184 53.44171,14.18023 53.42268,14.20651 53.42359,14.22466 53.43425,14.23721 53.42744,14.24253 53.38988,14.22294 53.35815,14.10712 53.27958,14.09882 53.26167,14.16009 53.26761,14.21189 53.25518,14.26605 53.25959,14.26321 53.27662,14.30016 53.28586,14.31657 53.31234,14.34675 53.31056,14.41216 53.32964,14.4074 53.30882,14.42092 53.27741,14.44525 53.27443,14.4502 53.26154,14.40432 53.20969,14.37775 53.20156,14.36694 53.17332,14.38648 53.14253,14.36741 53.08252,14.3442 53.05088,14.24054 52.99518,14.14366 52.96137,14.16113 52.88789,14.12299 52.83756,14.1423 52.82416,14.21555 52.81713,14.27991 52.77419,14.35084 52.75131,14.46825 52.65974,14.59668 52.61001,14.6396 52.57118,14.60448 52.53374,14.6132 52.51023,14.63509 52.49581,14.63 52.48708,14.5782 52.44143,14.54966 52.43355,14.53436 52.39501,14.55126 52.37539,14.56174 52.32833,14.58464 52.30633,14.57518 52.29001,14.60089 52.27205,14.69269 52.25574,14.71557 52.23432,14.70446 52.20755,14.68561 52.19371,14.7049 52.16764,14.67931 52.14262,14.68278 52.1138,14.69919 52.0988,14.74481 52.08229,14.75855 52.06579,14.74583 52.05383,14.74789 52.03246,14.71538 52.00452,14.7213 51.99617,14.70541 51.97637,14.71888 51.94207,14.70346 51.93066,14.69284 51.90128,14.66361 51.8901,14.64372 51.86753,14.61126 51.85622,14.60402 51.84112,14.59215 51.83897,14.59015 51.82103,14.60584 51.80471,14.64484 51.79535,14.66772 51.72681,14.73714 51.68768,14.75721 51.66066,14.75398 51.62789,14.76504 51.6082,14.72986 51.58178,14.71116 51.59576,14.69665 51.59666,14.70578 51.57696,14.69408 51.57612,14.67562 51.55147,14.60989 51.55015,14.59903 51.57175,14.56964 51.58119,14.54444 51.57361,14.54103 51.56038,14.51642 51.55474,14.45282 51.55605,14.44777 51.54207,14.38758 51.54071,14.38581 51.53439,14.34053 51.52032,14.3332 51.50539,14.32211 51.5194,14.27748 51.53109,14.24569 51.52824,14.21375 51.53958,14.16332 51.54104),(13.1659 52.39428,13.16023 52.40288,13.19441 52.41465,13.24527 52.42033,13.24984 52.40496,13.27542 52.40558,13.29547 52.41576,13.31193 52.39919,13.34244 52.41099,13.37146 52.38877,13.38671 52.38802,13.38852 52.37797,13.42099 52.37625,13.4193 52.40953,13.46245 52.42032,13.48062 52.39649,13.53599 52.39973,13.54062 52.38889,13.59193 52.39359,13.60696 52.37498,13.62772 52.38121,13.64267 52.37679,13.63687 52.34639,13.65172 52.33946,13.67054 52.36561,13.69901 52.37439,13.68767 52.38517,13.73875 52.40732,13.72987 52.41687,13.7383 52.43343,13.75089 52.44124,13.76002 52.43735,13.75317 52.44722,13.7292 52.45099,13.70376 52.46626,13.70163 52.45551,13.64199 52.47923,13.62441 52.46867,13.61254 52.47105,13.63305 52.51133,13.6569 52.52987,13.62697 52.53054,13.63425 52.54135,13.58638 52.54868,13.58203 52.56973,13.55508 52.58438,13.50812 52.59283,13.49738 52.60586,13.52267 52.6446,13.49011 52.65539,13.48764 52.66981,13.47587 52.66726,13.4748 52.67413,13.45905 52.66827,13.45192 52.66308,13.4724 52.65354,13.44199 52.64908,13.43247 52.6381,13.39611 52.64804,13.35778 52.62343,13.30684 52.62829,13.30126 52.65316,13.31003 52.65738,13.28342 52.66021,13.28216 52.64203,13.26306 52.64024,13.26388 52.6276,13.22107 52.62758,13.20234 52.60651,13.21686 52.58796,13.16426 52.5989,13.12899 52.58744,13.13311 52.58006,13.14964 52.58258,13.15291 52.57384,13.14614 52.55409,13.13059 52.55484,13.11798 52.51767,13.14256 52.51933,13.16494 52.50925,13.11838 52.47858,13.11001 52.45048,13.12195 52.43842,13.08882 52.4183,13.09558 52.41009,13.11121 52.41253,13.12452 52.39737,13.13494 52.39868,13.13099 52.38749,13.14236 52.39594,13.1659 52.39428)),((12.28372 52.22821,12.28285 52.22695,12.27517 52.22826,12.27886 52.22986,12.28372 52.22821)),((12.27503 52.23103,12.27354 52.22884,12.26463 52.23167,12.27503 52.23103)))",Total area [ha],"White asparagus productive area - 2020 vs 2019 difference, (absolute value [ha] and %)",GREEN,UC Louvain,DE11,Bi-Weekly
"52.131413,13.090632",DE,Brandenburg,Brandenburg,Brandenburg,Productive area,Time series classification of land use,Sentinel-2,S2L2A,E10a1,2020-03-31,1893.093,Area size in 2019,2019-03-31,2716.241,Indicator value =100* (measurement value - reference value)/reference value;  Indicator Value = 0 outputs No Change; Indicator Value  < 0 outputs reduction of area; Indicator Value  > 0 outputs increase of area,-0.30,"MULTIPOLYGON (((14.16332 51.54104,14.1415 51.54367,14.13013 51.53302,14.13887 51.52365,14.10685 51.52064,14.09455 51.49811,14.07582 51.49189,14.08677 51.47869,14.07186 51.47224,14.03401 51.47571,14.06167 51.44564,14.03826 51.43485,14.04459 51.41875,14.01645 51.40485,14.02715 51.39649,14.00409 51.3953,14.0007 51.3726,13.97125 51.37603,13.97209 51.3929,13.95241 51.39616,13.88368 51.37521,13.83617 51.38327,13.81943 51.36988,13.78253 51.36967,13.7652 51.36071,13.76799 51.36909,13.75802 51.37096,13.73911 51.3612,13.66875 51.3754,13.66078 51.36942,13.59486 51.36979,13.58986 51.38423,13.56996 51.38567,13.54504 51.36948,13.53777 51.38105,13.52312 51.38103,13.52122 51.40206,13.46328 51.41175,13.46851 51.42173,13.44696 51.42876,13.42324 51.4224,13.4268 51.43197,13.40089 51.45281,13.37627 51.43651,13.38095 51.42592,13.35802 51.4332,13.33795 51.42916,13.33335 51.43744,13.32032 51.4375,13.32728 51.42667,13.28688 51.41091,13.28539 51.39965,13.26035 51.39977,13.26807 51.38533,13.21679 51.39559,13.20327 51.42906,13.19261 51.43525,13.18462 51.42447,13.17509 51.43202,13.20225 51.4498,13.18357 51.47053,13.1823 51.49196,13.20033 51.49163,13.20746 51.52356,13.18471 51.55768,13.16083 51.55897,13.14165 51.57069,13.16074 51.59217,13.15496 51.6002,13.14428 51.59856,13.12038 51.61843,13.08655 51.60841,13.05103 51.64768,13.14976 51.68495,13.16014 51.69094,13.15631 51.71068,13.18555 51.7175,13.15609 51.7429,13.16329 51.75494,13.14878 51.7676,13.16955 51.78613,13.15905 51.7888,13.16202 51.80334,13.12382 51.85636,13.15091 51.85961,13.1496 51.87153,13.11988 51.88243,13.07943 51.868,13.03879 51.87137,13.02954 51.8799,13.04787 51.89246,13.04518 51.89991,12.97336 51.90153,12.97607 51.91913,12.95722 51.92281,12.95893 51.93483,12.92067 51.93927,12.89042 51.92838,12.88817 51.93477,12.85273 51.93501,12.84333 51.96733,12.77602 51.96512,12.77626 51.97609,12.75254 51.98703,12.68262 52.00331,12.67089 52.01224,12.65486 52.01218,12.64391 51.99468,12.61613 51.99186,12.61416 51.98254,12.60302 51.98109,12.53939 51.98489,12.53395 52.00323,12.49761 52.00977,12.4788 52.03352,12.46153 52.03446,12.44995 52.01694,12.42647 52.02009,12.38976 52.04302,12.35815 52.04778,12.31795 52.09061,12.27672 52.10402,12.26466 52.13085,12.24263 52.14146,12.23311 52.16263,12.21734 52.17016,12.22822 52.18512,12.24696 52.18402,12.24808 52.21037,12.2958 52.22639,12.26421 52.23427,12.27397 52.23701,12.26922 52.24195,12.24551 52.24964,12.26374 52.29584,12.30717 52.34403,12.28495 52.36502,12.30561 52.37849,12.29232 52.38582,12.29971 52.40824,12.27476 52.4138,12.29592 52.42447,12.29038 52.4299,12.32829 52.47682,12.30957 52.4799,12.32847 52.49562,12.27309 52.48804,12.25707 52.51711,12.23752 52.52287,12.22052 52.5012,12.18541 52.49719,12.16818 52.51516,12.18751 52.53242,12.17258 52.53829,12.14382 52.53099,12.15922 52.56062,12.17994 52.57473,12.17189 52.62578,12.20192 52.61893,12.23681 52.62987,12.23226 52.68874,12.22279 52.68896,12.20855 52.71788,12.19831 52.71845,12.22152 52.73964,12.20703 52.75995,12.22186 52.78914,12.24259 52.78758,12.25418 52.80748,12.23087 52.85917,12.19342 52.8757,12.1292 52.85607,12.12458 52.89299,12.11137 52.87613,12.02358 52.8898,11.98321 52.87675,11.89399 52.89445,11.87254 52.90859,11.83726 52.90974,11.82404 52.91742,11.84776 52.94111,11.84603 52.9516,11.78668 52.96105,11.74403 52.98844,11.69453 52.97802,11.67918 53.00663,11.62886 53.01055,11.63897 53.03865,11.58534 53.03557,11.54405 53.05254,11.50536 53.04881,11.4521 53.0779,11.33887 53.0551,11.27173 53.09868,11.26573 53.12198,11.39302 53.11077,11.39563 53.14,11.42176 53.14095,11.45944 53.14029,11.47396 53.12778,11.50202 53.12206,11.53393 53.12578,11.55478 53.13832,11.55079 53.15085,11.56937 53.16609,11.55251 53.20852,11.58726 53.21522,11.62981 53.24205,11.70023 53.2436,11.73579 53.21809,11.76854 53.22716,11.82763 53.22892,11.79945 53.25417,11.86176 53.2489,11.89326 53.27847,11.94943 53.2721,11.97491 53.29886,11.99605 53.29432,12.0193 53.30047,12.01461 53.33442,12.05611 53.34934,12.0477 53.37011,12.06162 53.37142,12.07755 53.36939,12.08184 53.34749,12.09238 53.34496,12.13342 53.34874,12.13944 53.36142,12.15245 53.3605,12.16903 53.3396,12.18617 53.34354,12.19086 53.35338,12.2291 53.3575,12.25927 53.32452,12.30913 53.32718,12.39307 53.3019,12.39266 53.2847,12.42885 53.274,12.44587 53.25043,12.5295 53.2646,12.60444 53.24471,12.62842 53.25455,12.65564 53.25504,12.67382 53.24903,12.66834 53.23063,12.72405 53.22182,12.75678 53.22401,12.73949 53.1996,12.76369 53.18961,12.84547 53.2011,12.88113 53.18027,12.90687 53.19374,12.92618 53.19513,12.92368 53.18761,12.94013 53.18662,12.93935 53.19439,12.96386 53.19991,12.97846 53.19072,12.94291 53.17422,12.96196 53.17723,12.97892 53.16285,13.00507 53.16749,13.01926 53.18469,13.05561 53.20013,13.07811 53.20102,13.0886 53.21514,13.10455 53.21536,13.10843 53.2387,13.13117 53.23731,13.1507 53.25032,13.17993 53.25015,13.20606 53.22075,13.22928 53.21718,13.25271 53.26231,13.2747 53.2653,13.29844 53.28047,13.33701 53.2736,13.35884 53.27796,13.38701 53.24407,13.40463 53.24787,13.43954 53.29757,13.48198 53.29178,13.50592 53.32056,13.52099 53.32039,13.51765 53.35294,13.52507 53.36481,13.54333 53.36469,13.55625 53.3769,13.55124 53.39919,13.61191 53.41367,13.62582 53.40995,13.63957 53.44606,13.65118 53.44448,13.7159 53.48195,13.74197 53.4853,13.7809 53.47446,13.81251 53.48475,13.8259 53.49798,13.80133 53.49895,13.77835 53.51411,13.78324 53.54969,13.79967 53.5587,13.82285 53.51832,13.87927 53.50414,13.87671 53.47324,13.91821 53.456,13.90289 53.43202,13.91775 53.42228,14.00007 53.43463,14.0456 53.42943,14.05133 53.41337,14.08249 53.41173,14.12184 53.44171,14.18023 53.42268,14.20651 53.42359,14.22466 53.43425,14.23721 53.42744,14.24253 53.38988,14.22294 53.35815,14.10712 53.27958,14.09882 53.26167,14.16009 53.26761,14.21189 53.25518,14.26605 53.25959,14.26321 53.27662,14.30016 53.28586,14.31657 53.31234,14.34675 53.31056,14.41216 53.32964,14.4074 53.30882,14.42092 53.27741,14.44525 53.27443,14.4502 53.26154,14.40432 53.20969,14.37775 53.20156,14.36694 53.17332,14.38648 53.14253,14.36741 53.08252,14.3442 53.05088,14.24054 52.99518,14.14366 52.96137,14.16113 52.88789,14.12299 52.83756,14.1423 52.82416,14.21555 52.81713,14.27991 52.77419,14.35084 52.75131,14.46825 52.65974,14.59668 52.61001,14.6396 52.57118,14.60448 52.53374,14.6132 52.51023,14.63509 52.49581,14.63 52.48708,14.5782 52.44143,14.54966 52.43355,14.53436 52.39501,14.55126 52.37539,14.56174 52.32833,14.58464 52.30633,14.57518 52.29001,14.60089 52.27205,14.69269 52.25574,14.71557 52.23432,14.70446 52.20755,14.68561 52.19371,14.7049 52.16764,14.67931 52.14262,14.68278 52.1138,14.69919 52.0988,14.74481 52.08229,14.75855 52.06579,14.74583 52.05383,14.74789 52.03246,14.71538 52.00452,14.7213 51.99617,14.70541 51.97637,14.71888 51.94207,14.70346 51.93066,14.69284 51.90128,14.66361 51.8901,14.64372 51.86753,14.61126 51.85622,14.60402 51.84112,14.59215 51.83897,14.59015 51.82103,14.60584 51.80471,14.64484 51.79535,14.66772 51.72681,14.73714 51.68768,14.75721 51.66066,14.75398 51.62789,14.76504 51.6082,14.72986 51.58178,14.71116 51.59576,14.69665 51.59666,14.70578 51.57696,14.69408 51.57612,14.67562 51.55147,14.60989 51.55015,14.59903 51.57175,14.56964 51.58119,14.54444 51.57361,14.54103 51.56038,14.51642 51.55474,14.45282 51.55605,14.44777 51.54207,14.38758 51.54071,14.38581 51.53439,14.34053 51.52032,14.3332 51.50539,14.32211 51.5194,14.27748 51.53109,14.24569 51.52824,14.21375 51.53958,14.16332 51.54104),(13.1659 52.39428,13.16023 52.40288,13.19441 52.41465,13.24527 52.42033,13.24984 52.40496,13.27542 52.40558,13.29547 52.41576,13.31193 52.39919,13.34244 52.41099,13.37146 52.38877,13.38671 52.38802,13.38852 52.37797,13.42099 52.37625,13.4193 52.40953,13.46245 52.42032,13.48062 52.39649,13.53599 52.39973,13.54062 52.38889,13.59193 52.39359,13.60696 52.37498,13.62772 52.38121,13.64267 52.37679,13.63687 52.34639,13.65172 52.33946,13.67054 52.36561,13.69901 52.37439,13.68767 52.38517,13.73875 52.40732,13.72987 52.41687,13.7383 52.43343,13.75089 52.44124,13.76002 52.43735,13.75317 52.44722,13.7292 52.45099,13.70376 52.46626,13.70163 52.45551,13.64199 52.47923,13.62441 52.46867,13.61254 52.47105,13.63305 52.51133,13.6569 52.52987,13.62697 52.53054,13.63425 52.54135,13.58638 52.54868,13.58203 52.56973,13.55508 52.58438,13.50812 52.59283,13.49738 52.60586,13.52267 52.6446,13.49011 52.65539,13.48764 52.66981,13.47587 52.66726,13.4748 52.67413,13.45905 52.66827,13.45192 52.66308,13.4724 52.65354,13.44199 52.64908,13.43247 52.6381,13.39611 52.64804,13.35778 52.62343,13.30684 52.62829,13.30126 52.65316,13.31003 52.65738,13.28342 52.66021,13.28216 52.64203,13.26306 52.64024,13.26388 52.6276,13.22107 52.62758,13.20234 52.60651,13.21686 52.58796,13.16426 52.5989,13.12899 52.58744,13.13311 52.58006,13.14964 52.58258,13.15291 52.57384,13.14614 52.55409,13.13059 52.55484,13.11798 52.51767,13.14256 52.51933,13.16494 52.50925,13.11838 52.47858,13.11001 52.45048,13.12195 52.43842,13.08882 52.4183,13.09558 52.41009,13.11121 52.41253,13.12452 52.39737,13.13494 52.39868,13.13099 52.38749,13.14236 52.39594,13.1659 52.39428)),((12.28372 52.22821,12.28285 52.22695,12.27517 52.22826,12.27886 52.22986,12.28372 52.22821)),((12.27503 52.23103,12.27354 52.22884,12.26463 52.23167,12.27503 52.23103)))",Total area [ha],"White asparagus productive area - 2020 vs 2019 difference, (absolute value [ha] and %)",RED,UC Louvain,DE11,Bi-Weekly
