AOI,Country,Region,City,Site Name,Description,Method,EO Sensor,Input Data,Indicator code,Time,Measurement Value,Reference Description,Reference time,Reference value,Rule,Indicator Value,Sub-AOI,Y axis,Indicator Name,Color code,Data Provider,AOI_ID,Update Frequency
"44.40572, 8.93364",IT,Liguria,Genoa,Port of Genoa,Maritime traffic: AIS data,AIS data analysis as indicator of the changes between 2019 and 2020 commercial and passegner activities,AIS,AIS,E13l,2020-02-01T00:00:00,610,Number of boat in the same period of 2026,2019-02-01T00:00:00,550,,,"POLYGON((8.77034 44.43097,8.95367 44.43097,8.95367 44.38830,8.77034 44.38830,8.77034 44.43097))",Number of ships in the port,Changes in Pleasure boats traffic in the port,,e-GEOS,IT3,
"44.40572, 8.93364",IT,Liguria,Genoa,Port of Genoa,Maritime traffic: AIS data,AIS data analysis as indicator of the changes between 2019 and 2020 commercial and passegner activities,AIS,AIS,E13l,2020-02-15T00:00:00,662,Number of boat in the same period of 2027,2019-02-15T00:00:00,541,,,"POLYGON((8.77034 44.43097,8.95367 44.43097,8.95367 44.38830,8.77034 44.38830,8.77034 44.43097))",Number of ships in the port,Changes in Pleasure boats traffic in the port,,e-GEOS,IT3,
"44.40572, 8.93364",IT,Liguria,Genoa,Port of Genoa,Maritime traffic: AIS data,AIS data analysis as indicator of the changes between 2019 and 2020 commercial and passegner activities,AIS,AIS,E13l,2020-03-01T00:00:00,560,Number of boat in the same period of 2028,2019-03-01T00:00:00,623,,,"POLYGON((8.77034 44.43097,8.95367 44.43097,8.95367 44.38830,8.77034 44.38830,8.77034 44.43097))",Number of ships in the port,Changes in Pleasure boats traffic in the port,,e-GEOS,IT3,
"44.40572, 8.93364",IT,Liguria,Genoa,Port of Genoa,Maritime traffic: AIS data,AIS data analysis as indicator of the changes between 2019 and 2020 commercial and passegner activities,AIS,AIS,E13l,2020-03-15T00:00:00,520,Number of boat in the same period of 2029,2019-03-15T00:00:00,653,,,"POLYGON((8.77034 44.43097,8.95367 44.43097,8.95367 44.38830,8.77034 44.38830,8.77034 44.43097))",Number of ships in the port,Changes in Pleasure boats traffic in the port,,e-GEOS,IT3,
"44.40572, 8.93364",IT,Liguria,Genoa,Port of Genoa,Maritime traffic: AIS data,AIS data analysis as indicator of the changes between 2019 and 2020 commercial and passegner activities,AIS,AIS,E13l,2020-04-01T00:00:00,446,Number of boat in the same period of 2030,2019-04-01T00:00:00,557,,,"POLYGON((8.77034 44.43097,8.95367 44.43097,8.95367 44.38830,8.77034 44.38830,8.77034 44.43097))",Number of ships in the port,Changes in Pleasure boats traffic in the port,,e-GEOS,IT3,
"44.40572, 8.93364",IT,Liguria,Genoa,Port of Genoa,Maritime traffic: AIS data,AIS data analysis as indicator of the changes between 2019 and 2020 commercial and passegner activities,AIS,AIS,E13l,2020-04-15T00:00:00,561,Number of boat in the same period of 2031,2019-04-15T00:00:00,656,,,"POLYGON((8.77034 44.43097,8.95367 44.43097,8.95367 44.38830,8.77034 44.38830,8.77034 44.43097))",Number of ships in the port,Changes in Pleasure boats traffic in the port,,e-GEOS,IT3,
"44.40572, 8.93364",IT,Liguria,Genoa,Port of Genoa,Maritime traffic: AIS data,AIS data analysis as indicator of the changes between 2019 and 2020 commercial and passegner activities,AIS,AIS,E13l,2020-05-01T00:00:00,538,Number of boat in the same period of 2032,2019-05-01T00:00:00,698,,,"POLYGON((8.77034 44.43097,8.95367 44.43097,8.95367 44.38830,8.77034 44.38830,8.77034 44.43097))",Number of ships in the port,Changes in Pleasure boats traffic in the port,,e-GEOS,IT3,
"44.40572, 8.93364",IT,Liguria,Genoa,Port of Genoa,Maritime traffic: AIS data,AIS data analysis as indicator of the changes between 2019 and 2020 commercial and passegner activities,AIS,AIS,E13l,2020-05-15T00:00:00,700,Number of boat in the same period of 2033,2019-05-15T00:00:00,944,,,"POLYGON((8.77034 44.43097,8.95367 44.43097,8.95367 44.38830,8.77034 44.38830,8.77034 44.43097))",Number of ships in the port,Changes in Pleasure boats traffic in the port,,e-GEOS,IT3,
